Date,Close,Open,High,Low,Economy,CAD,GBP,debt_held_public_amt,intragov_hold_amt,tot_pub_debt_out_amt,avg_interest_rate_amt
2010-01-04,0.6932899951934814,0.6988099813461304,0.7011600136756897,0.6919500231742859,1132.989990234375,1.0410000085830688,0.6205899715423584,7803905887172.98,4486332271084.15,12290238158257.13,0.237
2010-01-05,0.6960899829864502,0.6931399703025818,0.6967700123786926,0.6904600262641907,1136.52001953125,1.0394999980926514,0.6253600120544434,7804260234037.82,4499040691664.36,12303300925702.18,0.237
2010-01-06,0.6942499876022339,0.6960899829864502,0.6997299790382385,0.6927800178527832,1137.1400146484375,1.0319000482559204,0.6240699887275696,7804384050405.01,4497696109558.0,12302080159963.01,0.237
2010-01-07,0.698419988155365,0.6942999958992004,0.6991999745368958,0.6922900080680847,1141.68994140625,1.034000039100647,0.627590000629425,7781593099593.51,4499252181924.08,12280845281517.59,0.237
2010-01-08,0.6939100027084351,0.6982799768447876,0.7007200121879578,0.6927099823951721,1144.97998046875,1.0298000574111938,0.6240599751472473,7781415376435.24,4499189221410.27,12280604597845.51,0.237
2010-01-09,0.6939100027084351,0.6982799768447876,0.7007200121879578,0.6927099823951721,1144.97998046875,1.0298000574111938,0.6240599751472473,7781415376435.24,4499189221410.27,12280604597845.51,0.237
2010-01-10,0.6939100027084351,0.6982799768447876,0.7007200121879578,0.6927099823951721,1144.97998046875,1.0298000574111938,0.6240599751472473,7781415376435.24,4499189221410.27,12280604597845.51,0.237
2010-01-11,0.6891199946403503,0.6913300156593323,0.6913300156593323,0.6870800256729126,1146.97998046875,1.0338000059127808,0.6206200122833252,7781189167268.88,4504295178518.44,12285484345787.32,0.237
2010-01-12,0.6907699704170227,0.6892300248146057,0.6915799975395203,0.6875799894332886,1136.219970703125,1.039199948310852,0.61913001537323,7781352915790.8,4509815618402.92,12291168534193.72,0.237
2010-01-13,0.6885200142860413,0.6906999945640564,0.6916300058364868,0.6860100030899048,1145.6800537109375,1.0307999849319458,0.6140199899673462,7781208589623.65,4501065422048.54,12282274011672.19,0.237
2010-01-14,0.6896600127220154,0.688510000705719,0.6914399862289429,0.6871899962425232,1148.4599609375,1.0233999490737915,0.6122199892997742,7756103310941.48,4502441717973.76,12258545028915.24,0.237
2010-01-15,0.6948800086975098,0.6897000074386597,0.6970700025558472,0.6894599795341492,1136.030029296875,1.0290000438690186,0.6146299839019775,7813183812102.39,4506142657622.04,12319326469724.43,0.237
2010-01-16,0.6948800086975098,0.6897000074386597,0.6970700025558472,0.6894599795341492,1136.030029296875,1.0290000438690186,0.6146299839019775,7813183812102.39,4506142657622.04,12319326469724.43,0.237
2010-01-17,0.6948800086975098,0.6897000074386597,0.6970700025558472,0.6894599795341492,1136.030029296875,1.0290000438690186,0.6146299839019775,7813183812102.39,4506142657622.04,12319326469724.43,0.237
2010-01-18,0.6941199898719788,0.6957799792289734,0.6974999904632568,0.6941199898719788,1136.030029296875,1.0247999429702759,0.6115099787712097,7813183812102.39,4506142657622.04,12319326469724.43,0.237
2010-01-19,0.7002300024032593,0.6941999793052673,0.7014099955558777,0.6937699913978577,1150.22998046875,1.0317000150680542,0.6113700270652771,7812890993527.48,4509216598825.48,12322107592352.96,0.237
2010-01-20,0.7087000012397766,0.7000799775123596,0.7098699808120728,0.6997900009155273,1138.0400390625,1.045199990272522,0.613569974899292,7814389191716.3,4512991612980.52,12327380804696.82,0.237
2010-01-21,0.7093700170516968,0.7086600065231323,0.7127100229263306,0.7071999907493591,1116.47998046875,1.0506000518798828,0.6170899868011475,7783227771568.19,4516935476476.5,12300163248044.69,0.237
2010-01-22,0.7071599960327148,0.7092999815940857,0.7097700238227844,0.7051200270652771,1091.760009765625,1.0573999881744385,0.6207299828529358,7783157721690.45,4519307766226.89,12302465487917.34,0.237
